wavenumber_cm_inv,reflectance_percent
399.6747,0
400.1569,36.33668088
400.639,35.75208839
401.1211,35.17191157
401.6032,34.66914948
402.0853,34.16395455
402.5674,33.66441452
403.0496,33.18689656
403.5317,32.75816133
404.0138,32.34577842
404.4959,31.96162086
404.978,31.63395866
405.4601,31.37190437
405.9423,31.1776061
406.4244,31.02114298
406.9065,30.92106002
407.3886,30.86320223
407.8707,30.84838766
408.3528,30.83783751
408.835,30.80409423
409.3171,30.79647366
409.7992,30.75698439
410.2813,30.65850876
410.7634,30.55157477
411.2455,30.40872343
411.7277,30.20916427
412.2098,29.96094156
412.6919,29.69520588
413.174,29.39879051
413.6561,29.1043963
414.1382,28.76449829
414.6204,28.47432944
415.1025,28.18956557
415.5846,27.90935117
416.0667,27.62343464
416.5488,27.36989328
417.0309,27.1711068
417.5131,26.97443802
417.9952,26.81378475
418.4773,26.73267545
418.9594,26.63914367
419.4415,26.57157117
419.9236,26.56908592
420.4058,26.50835298
420.8879,26.44924819
421.37,26.4191652
421.8521,26.3463497
422.3342,26.29414781
422.8163,26.18536545
423.2985,26.12692561
423.7806,26.02288613
424.2627,25.91262838
424.7448,25.81035316
425.2269,25.6943751
425.709,25.55993104
426.1912,25.44024691
426.6733,25.32937529
427.1554,25.21660414
427.6375,25.1313566
428.1196,25.02421612
428.6017,24.95936679
429.0839,24.89151203
429.566,24.83175571
430.0481,24.79512009
430.5302,24.72769102
431.0123,24.64319181
431.4944,24.5509922
431.9766,24.43562816
432.4587,24.30962328
432.9408,24.17020436
433.4229,24.0109265
433.905,23.86114872
434.3871,23.70220512
434.8693,23.59898748
435.3514,23.49358334
435.8335,23.40831544
436.3156,23.35668326
436.7977,23.39423397
437.2798,23.39516755
437.762,23.43876907
438.2441,23.4831627
438.7262,23.53730676
439.2083,23.58637068
439.6904,23.64343885
440.1725,23.68916134
440.6547,23.74019566
441.1368,23.80086453
441.6189,23.84979255
442.101,23.89135934
442.5831,23.98459502
443.0652,24.06466084
443.5474,24.12478778
444.0295,24.2488694
444.5116,24.33260536
444.9937,24.37126273
445.4758,24.42586755
445.9579,24.49752301
446.4401,24.52419781
446.9222,24.56594417
447.4043,24.60401376
447.8864,24.61295718
448.3685,24.6493285
448.8506,24.65745648
449.3328,24.70139262
449.8149,24.71832077
450.297,24.73327665
450.7791,24.76934496
451.2612,24.7874821
451.7433,24.82450187
452.2255,24.86610216
452.7076,24.9392561
453.1897,25.0134628
453.6718,25.06746162
454.1539,25.14185455
454.636,25.21040597
455.1182,25.30625565
455.6003,25.38778905
456.0824,25.44812726
456.5645,25.54524377
457.0466,25.6236746
457.5287,25.71741769
458.0109,25.81518477
458.493,25.90094682
458.9751,26.00121746
459.4572,26.10502443
459.9393,26.22832547
460.4214,26.34434547
460.9036,26.46181102
461.3857,26.56164328
461.8678,26.6582282
462.3499,26.77020335
462.832,26.83810333
463.3141,26.93369213
463.7963,26.9950334
464.2784,27.06239873
464.7605,27.11146391
465.2426,27.15799581
465.7247,27.21610773
466.2068,27.24673248
466.689,27.2923984
467.1711,27.32496561
467.6532,27.36110011
468.1353,27.39461019
468.6174,27.43276508
469.0995,27.48645385
469.5817,27.55240715
470.0638,27.63179808
470.5459,27.7454258
471.028,27.9022168
471.5101,28.10644568
471.9922,28.34386279
472.4744,28.60816232
472.9565,28.89429059
473.4386,29.17414259
473.9207,29.44118192
474.4028,29.67704922
474.8849,29.87779709
475.3671,30.04233932
475.8492,30.17558748
476.3313,30.30737925
476.8134,30.4004799
477.2955,30.48307322
477.7776,30.56177744
478.2598,30.63384174
478.7419,30.72878393
479.224,30.79734259
479.7061,30.92863598
480.1882,31.01907989
480.6703,31.12172173
481.1525,31.2328984
481.6346,31.37676299
482.1167,31.48523812
482.5988,31.60717966
483.0809,31.70312063
483.563,31.8386873
484.0452,31.96588561
484.5273,32.04389343
485.0094,32.15836436
485.4915,32.29072215
485.9736,32.38836106
486.4557,32.50894505
486.9379,32.61526069
487.42,32.73097823
487.9021,32.85108789
488.3842,33.00345292
488.8663,33.13096306
489.3484,33.25403878
489.8306,33.4013983
490.3127,33.51973649
490.7948,33.65737659
491.2769,33.79674947
491.759,33.8849986
492.2411,33.98524327
492.7233,34.07535402
493.2054,34.15813502
493.6875,34.22734436
494.1696,34.29800682
494.6517,34.36851015
495.1339,34.46806024
495.616,34.57590762
496.0981,34.65808161
496.5802,34.78456801
497.0623,34.90530002
497.5444,35.00426899
498.0266,35.10932926
498.5087,35.22354763
498.9908,35.31011067
499.4729,35.42077268
499.955,35.48801521
500.4371,35.57979474
500.9193,35.62768753
501.4014,35.71376253
501.8835,35.72707252
502.3656,35.7980583
502.8477,35.81972083
503.3298,35.88211311
503.812,35.9033149
504.2941,35.96367255
504.7762,35.97578
505.2583,36.02716898
505.7404,36.05466424
506.2225,36.13301128
506.7047,36.17754822
507.1868,36.24913572
507.6689,36.29909417
508.151,36.37555208
508.6331,36.45205615
509.1152,36.5317487
509.5974,36.55697841
510.0795,36.61646846
510.5616,36.63924173
511.0437,36.6651834
511.5258,36.68123174
512.0079,36.71341534
512.4901,36.71145795
512.9722,36.71194397
513.4543,36.71560512
513.9364,36.7083075
514.4185,36.71842864
514.9006,36.73388964
515.3828,36.72873702
515.8649,36.75504074
516.347,36.77320518
516.8291,36.78351558
