frequency_cm,power
0.00200232034896926,140.76593800780515
0.0020102346586489805,134.65642407263763
0.0020181489683287006,128.93498557671134
0.0020260632780084212,123.59424595956305
0.002033977587688142,118.6265213555898
0.002041891897367862,114.02387991581953
0.0020498062070475826,109.7782043901703
0.0020577205167273027,105.88125794135505
0.0020656348264070233,102.32475315439767
0.0020735491360867435,99.10042419841237
0.002081463445766464,96.20010208989335
0.0020893777554461842,93.61579299927155
0.002097292065125905,91.33975953492984
0.002105206374805625,89.36460493124991
0.0021131206844853456,87.68336005959448
0.002121034994165066,86.28957317342919
0.0021289493038447863,85.1774022910741
0.002136863613524507,84.34171011185343
0.002144777923204227,83.77816135370881
0.0021526922328839477,83.48332239265716
0.002160606542563668,83.45476307684112
0.0021685208522433884,83.69116058034103
0.0021764351619231086,84.19240515440934
0.002184349471602829,84.9597076263809
0.0021922637812825494,85.99570848919811
0.00220017809096227,87.30458841731377
0.00220809240064199,88.89218003767957
0.0022160067103217107,90.76608077764512
0.0022239210200014313,92.93576660487732
0.0022318353296811515,95.4127064678739
0.002239749639360872,98.2104772393289
0.002247663949040592,101.34487895850468
0.002255578258720313,104.83405016290203
0.002263492568400033,108.6985830939097
0.0022714068780797536,112.96163855578082
0.0022793211877594737,117.64906020222385
0.0022872354974391943,122.78948802015455
0.0022951498071189145,128.41447077571118
0.002303064116798635,134.558577183543
0.0023109784264783557,141.25950555661578
0.002318892736158076,148.55819169039307
0.0023268070458377964,156.49891473222465
0.0023347213555175166,165.12940078414175
0.002342635665197237,174.50092398502937
0.0023505499748769573,184.66840481631877
0.002358464284556678,195.6905053739593
0.002366378594236398,207.62972134845518
0.0023742929039161187,220.55247045425642
0.002382207213595839,234.52917704971887
0.0023901215232755594,249.63435268926682
0.00239803583295528,265.9466723502771
0.002405950142635,283.54904607855246
0.0024138644523147208,302.52868579811764
0.002421778761994441,322.9771670334108
0.0024296930716741615,344.9904852947941
0.0024376073813538817,368.6691068816468
0.0024455216910336023,394.1180138611739
0.0024534360007133224,421.4467429854295
0.002461350310393043,450.769418313919
0.002469264620072763,482.20477731456714
0.002477178929752484,515.8761902217117
0.002485093239432204,551.9116724362234
0.0024930075491119245,590.4438897597697
0.002500921858791645,631.6101562626778
0.0025088361684713653,675.5524245927757
0.002516750478151086,722.4172685410408
0.002524664787830806,772.3558576887982
0.0025325790975105266,825.5239239706116
0.002540493407190247,882.0817199969022
0.0025484077168699674,942.1939689906798
0.0025563220265496876,1006.0298062035628
0.002564236336229408,1073.7627116875233
0.0025721506459091283,1145.5704343104724
0.002580064955588849,1221.6349069158873
0.0025879792652685695,1302.1421525392136
0.0025958935749482897,1387.2821816066407
0.0026038078846280103,1477.2488800551173
0.0026117221943077304,1572.2398883261226
0.002619636503987451,1672.4564711996386
0.002627550813667171,1778.1033784490462
0.0026354651233468918,1889.3886963122668
0.002643379433026612,2006.5236897892912
0.0026512937427063325,2129.722635791382
0.0026592080523860527,2259.202647182538
0.0026671223620657733,2395.183487769382
0.002675036671745494,2537.887378311375
0.002682950981425214,2687.53879363914
0.0026908652911049346,2844.3642509847014
0.0026987796007846548,3008.5920896436387
0.0027066939104643754,3180.4522421053084
0.0027146082201440955,3360.175996803629
0.002722522529823816,3547.995752657162
0.0027304368395035363,3744.1447655836305
0.002738351149183257,3948.856887190168
0.002746265458862977,4162.366295856931
0.0027541797685426976,4384.9072204477325
0.002762094078222418,4616.713656897477
0.0027700083879021384,4858.019077941935
0.002777922697581859,5109.0561362711605
0.002785837007261579,5370.056361403343
0.0027937513169412997,5641.2498505910735
0.00280166562662102,5922.864954087044
0.0028095799363007405,6215.127955110852
0.0028174942459804606,6518.2627448729545
0.0028254085556601812,6832.490493025822
0.0028333228653399014,7158.029313925915
0.002841237175019622,7495.093929103402
0.002849151484699342,7843.8953263491885
0.0028570657943790627,8204.640415841139
0.0028649801040587833,8577.531683743271
0.0028728944137385035,8962.766843722786
0.002880808723418224,9360.538486840602
0.0028887230330979442,9771.033730281191
0.002896637342777665,10194.43386539704
0.002904551652457385,10630.914005551836
0.0029124659621371056,11080.642734254932
0.0029203802718168258,11543.781754086935
0.0029282945814965463,12020.485536923428
0.0029362088911762665,12510.900975969624
0.002944123200855987,13015.16704012458
0.0029520375105357077,13533.41443119776
0.002959951820215428,14065.765244505095
0.0029678661298951485,14612.332633374363
0.0029757804395748686,15173.220478092164
0.002983694749254589,15748.523059826302
0.0029916090589343094,16338.324740057844
0.00299952336861403,16942.69964605675
0.00300743767829375,17561.71136293444
0.0030153519879734707,18195.412632803975
0.003023266297653191,18843.84506157635
0.0030311806073329115,19507.038833917166
0.0030390949170126316,20185.012436883782
0.0030470092266923522,20877.77239275735
0.003054923536372073,21585.313001577786
0.003062837846051793,22307.61609388263
0.0030707521557315136,23044.65079414242
0.0030786664654112337,23796.37329537636
0.0030865807750909543,24562.72664542219
0.0030944950847706745,25343.64054532318
0.003102409394450395,26139.03116028405
0.0031103237041301152,26948.80094363449
0.003118238013809836,27772.83847422627
0.003126152323489556,28611.01830767564
0.0031340666331692766,29463.20084184728
0.003141980942848997,30329.232196961377
0.0031498952525287173,31208.944110687833
0.003157809562208438,32102.153848574977
0.003165723871888158,33008.66413014227
0.0031736381815678787,33928.263070946865
0.003181552491247599,34860.72414091589
0.0031894668009273194,35805.80613921522
0.0031973811106070396,36763.2531859049
0.00320529542028676,37732.79473061066
0.0032132097299664803,38714.1455784185
0.003221124039646201,39707.0059331773
0.0032290383493259215,40711.0614583709
0.0032369526590056417,41725.98335569855
0.0032448669686853623,42751.42846147774
0.0032527812783650824,43787.03936095996
0.003260695588044803,44832.44452062477
0.003268609897724523,45887.25843849269
0.003276524207404244,46951.08181247217
0.003284438517083964,48023.501726730254
0.0032923528267636845,49104.09185605064
0.0033002671364434047,50192.41268811725
0.0033081814461231253,51288.01176363471
0.003316095755802846,52390.423934171326
0.003324010065482566,53499.17163758378
0.0033319243751622867,54613.76519085666
0.003339838684842007,55733.70310016279
0.0033477529945217274,56858.47238792561
0.0033556673042014476,57987.54893663736
0.003363581613881168,59120.39784916188
0.0033714959235608883,60256.473825224195
0.003379410233240609,61395.221553764815
0.003387324542920329,62536.076120810256
0.0033952388526000497,63678.46343248701
0.00340315316227977,64821.80065278188
0.0034110674719594904,65965.49665562742
0.003418981781639211,67108.95249086696
0.003426896091318931,68251.56186363158
0.0034348104009986518,69392.71162663898
0.003442724710678372,70531.78228489998
0.0034506390203580925,71668.14851230111
0.0034585533300378127,72801.17967950631
0.0034664676397175333,73930.24039260492
0.0034743819493972534,75054.69104191154
0.003482296259076974,76173.88836030482
0.003490210568756694,77287.18599047679
0.0034981248784364148,78393.93506044406
0.0035060391881161354,79493.4847666597
0.0035139534977958555,80585.18296404755
0.003521867807475576,81668.37676226631
0.0035297821171552963,82742.41312750035
0.003537696426835017,83806.63948905718
0.003545610736514737,84860.40435004653
0.0035535250461944576,85903.05790140023
0.003561439355874178,86933.95263848582
0.0035693536655538984,87952.44397956014
0.0035772679752336185,88957.8908852983
0.003585182284913339,89949.65647863115
0.0035930965945930597,90927.10866411927
0.00360101090427278,91889.62074608554
0.0036089252139525005,92836.57204472972
0.0036168395236322206,93767.34850944384
0.0036247538333119412,94681.34332854996
0.0036326681429916614,95577.95753468091
0.003640582452671382,96456.60060502838
0.003648496762351102,97316.69105568575
0.0036564110720308227,98157.65702931752
0.003664325381710543,98978.93687539364
0.0036722396913902635,99779.97972223336
0.0036801540010699837,100560.24604011203
0.0036880683107497043,101319.20819469354
0.003695982620429425,102056.35099006133
0.003703896930109145,102771.17220063247
0.0037118112397888656,103463.18309125278
0.0037197255494685858,104131.90892478322
0.0037276398591483064,104776.88945650515
0.0037355541688280265,105397.67941468544
0.003743468478507747,105993.84896666049
0.0037513827881874673,106564.98416981715
0.003759297097867188,107110.6874068661
0.003767211407546908,107630.57780482306
0.0037751257172266286,108124.29163713643
0.003783040026906349,108591.4827084178
0.0037909543365860694,109031.82272125855
0.00379886864626579,109445.00162463605
0.00380678295594551,109830.72794343802
0.0038146972656252307,110188.72908866068
0.003822611575304951,110518.7516478584
0.0038305258849846715,110820.56165545112
0.0038384401946643916,111093.94484252356
0.0038463545043441122,111338.70686577566
0.0038542688140238324,111554.67351531227
0.003862183123703553,111741.69090099087
0.0038700974333832736,111899.62561707315
0.0038780117430629937,112028.36488495488
0.0038859260527427143,112127.8166737812
0.0038938403624224345,112197.90979878245
0.003901754672102155,112238.59399719762
0.003909668981781875,112249.83998167967
0.003917583291461596,112231.63947111425
0.003925497601141316,112184.00519880679
0.003933411910821036,112106.97089802985
0.003941326220500757,112000.59126494982
0.003949240530180477,111864.9418989858
0.003957154839860198,111700.119220682
0.0039650691495399185,111506.2403672077
0.003972983459219638,111283.44306562743
0.003980897768899359,111031.88548411739
0.0039888120785790794,110751.74606133034
0.0039967263882588,110443.2233141441
0.00400464069793852,110106.53562405736
0.00401255500761824,109741.92100252333
0.004020469317297961,109349.6368355445
0.0040283836269776815,108929.9596078752
0.004036297936657401,108483.18460720954
0.004044212246337122,108009.62560875688
0.0040521265560168425,107509.6145406347
0.004060040865696563,106983.50113053314
0.004067955175376284,106431.6525341308
